user_id,item_id,event_type,event_weight,timestamp
U0056,I0008,view,1.0,2025-10-02
U0291,I0086,cart,3.0,2025-10-02
U0347,I0024,purchase,7.0,2025-10-02
U0181,I0004,cart,3.0,2025-10-03
U0431,I0030,view,1.0,2025-10-03
U0162,I0077,view,1.0,2025-10-03
U0205,I0170,cart,3.0,2025-10-03
U0124,I0006,cart,3.0,2025-10-03
U0164,I0158,view,1.0,2025-10-03
U0177,I0041,purchase,7.0,2025-10-03
U0184,I0179,cart,3.0,2025-10-03
U0205,I0127,purchase,7.0,2025-10-03
U0436,I0003,cart,3.0,2025-10-03
U0174,I0076,cart,3.0,2025-10-03
U0160,I0081,view,1.0,2025-10-03
U0132,I0086,purchase,7.0,2025-10-03
U0005,I0020,purchase,7.0,2025-10-03
U0430,I0125,purchase,7.0,2025-10-03
U0195,I0019,view,1.0,2025-10-03
U0121,I0169,cart,3.0,2025-10-03
U0186,I0126,purchase,7.0,2025-10-03
U0009,I0097,cart,3.0,2025-10-03
U0141,I0077,purchase,7.0,2025-10-03
U0450,I0027,cart,3.0,2025-10-03
U0173,I0136,purchase,7.0,2025-10-03
U0194,I0022,purchase,7.0,2025-10-03
U0173,I0080,view,1.0,2025-10-03
U0139,I0061,cart,3.0,2025-10-03
U0005,I0082,purchase,7.0,2025-10-03
U0008,I0068,view,1.0,2025-10-03
U0193,I0068,cart,3.0,2025-10-03
U0132,I0090,view,1.0,2025-10-03
U0430,I0125,purchase,7.0,2025-10-03
U0430,I0125,purchase,7.0,2025-10-03
U0207,I0104,cart,3.0,2025-10-03
U0009,I0023,view,1.0,2025-10-03
U0140,I0112,purchase,7.0,2025-10-03
U0187,I0140,view,1.0,2025-10-03
U0145,I0024,view,1.0,2025-10-03
U0003,I0047,view,1.0,2025-10-03
U0134,I0154,purchase,7.0,2025-10-03
U0144,I0093,cart,3.0,2025-10-03
U0200,I0143,cart,3.0,2025-10-03
U0121,I0169,cart,3.0,2025-10-03
U0432,I0155,cart,3.0,2025-10-03
U0444,I0070,cart,3.0,2025-10-03
U0159,I0096,view,1.0,2025-10-03
U0201,I0075,view,1.0,2025-10-03
U0190,I0112,purchase,7.0,2025-10-03
U0433,I0112,view,1.0,2025-10-03
U0158,I0154,purchase,7.0,2025-10-03
U0442,I0005,purchase,7.0,2025-10-03
U0143,I0026,cart,3.0,2025-10-03
U0151,I0057,view,1.0,2025-10-03
U0210,I0033,cart,3.0,2025-10-03
U0196,I0120,cart,3.0,2025-10-03
U0151,I0134,view,1.0,2025-10-03
U0442,I0020,purchase,7.0,2025-10-03
U0006,I0030,cart,3.0,2025-10-03
U0128,I0029,view,1.0,2025-10-03
U0371,I0173,cart,3.0,2025-10-03
U0336,I0041,view,1.0,2025-10-03
U0079,I0148,purchase,7.0,2025-10-03
U0359,I0132,purchase,7.0,2025-10-03
U0339,I0076,cart,3.0,2025-10-03
U0094,I0061,cart,3.0,2025-10-03
U0070,I0117,view,1.0,2025-10-03
U0093,I0018,purchase,7.0,2025-10-03
U0340,I0040,view,1.0,2025-10-03
U0225,I0031,purchase,7.0,2025-10-03
U0102,I0155,purchase,7.0,2025-10-03
U0249,I0036,purchase,7.0,2025-10-03
U0422,I0173,cart,3.0,2025-10-03
U0074,I0103,view,1.0,2025-10-03
U0248,I0025,view,1.0,2025-10-03
U0393,I0096,purchase,7.0,2025-10-03
U0306,I0179,view,1.0,2025-10-03
U0374,I0136,cart,3.0,2025-10-03
U0306,I0065,view,1.0,2025-10-03
U0111,I0054,view,1.0,2025-10-03
U0264,I0073,view,1.0,2025-10-03
U0250,I0098,view,1.0,2025-10-03
U0338,I0127,view,1.0,2025-10-03
U0408,I0178,purchase,7.0,2025-10-03
U0252,I0174,cart,3.0,2025-10-03
U0361,I0098,view,1.0,2025-10-03
U0251,I0074,cart,3.0,2025-10-03
U0115,I0011,cart,3.0,2025-10-03
U0414,I0037,cart,3.0,2025-10-03
U0251,I0033,purchase,7.0,2025-10-03
U0425,I0002,cart,3.0,2025-10-03
U0301,I0066,purchase,7.0,2025-10-03
U0220,I0068,view,1.0,2025-10-03
U0251,I0157,view,1.0,2025-10-03
U0094,I0030,cart,3.0,2025-10-03
U0113,I0024,purchase,7.0,2025-10-03
U0390,I0131,purchase,7.0,2025-10-03
U0043,I0175,purchase,7.0,2025-10-03
U0221,I0064,view,1.0,2025-10-03
U0380,I0059,view,1.0,2025-10-03
U0359,I0132,view,1.0,2025-10-03
U0080,I0040,cart,3.0,2025-10-03
U0062,I0026,view,1.0,2025-10-03
U0407,I0075,view,1.0,2025-10-03
U0286,I0046,cart,3.0,2025-10-03
U0314,I0130,view,1.0,2025-10-03
U0390,I0180,cart,3.0,2025-10-03
U0240,I0079,purchase,7.0,2025-10-03
U0354,I0152,purchase,7.0,2025-10-03
U0077,I0040,view,1.0,2025-10-03
U0400,I0178,cart,3.0,2025-10-03
U0028,I0161,purchase,7.0,2025-10-03
U0018,I0001,cart,3.0,2025-10-03
U0348,I0007,cart,3.0,2025-10-03
U0239,I0111,view,1.0,2025-10-03
U0349,I0019,cart,3.0,2025-10-03
U0108,I0159,cart,3.0,2025-10-03
U0018,I0001,view,1.0,2025-10-03
U0018,I0001,cart,3.0,2025-10-03
U0386,I0023,purchase,7.0,2025-10-03
U0349,I0019,cart,3.0,2025-10-03
U0094,I0061,cart,3.0,2025-10-03
U0234,I0001,view,1.0,2025-10-03
U0401,I0074,view,1.0,2025-10-03
U0351,I0156,purchase,7.0,2025-10-03
U0235,I0045,view,1.0,2025-10-03
U0095,I0030,view,1.0,2025-10-03
U0301,I0143,purchase,7.0,2025-10-03
U0040,I0067,view,1.0,2025-10-03
U0323,I0024,purchase,7.0,2025-10-03
U0104,I0055,cart,3.0,2025-10-03
U0246,I0072,cart,3.0,2025-10-03
U0059,I0152,cart,3.0,2025-10-03
U0020,I0091,view,1.0,2025-10-03
U0355,I0131,view,1.0,2025-10-03
U0058,I0165,cart,3.0,2025-10-03
U0110,I0055,cart,3.0,2025-10-03
U0039,I0109,purchase,7.0,2025-10-03
U0387,I0097,cart,3.0,2025-10-03
U0271,I0012,view,1.0,2025-10-03
U0345,I0168,view,1.0,2025-10-03
U0052,I0095,cart,3.0,2025-10-03
U0421,I0085,purchase,7.0,2025-10-03
U0378,I0103,cart,3.0,2025-10-03
U0231,I0102,purchase,7.0,2025-10-03
U0354,I0088,view,1.0,2025-10-03
U0057,I0159,view,1.0,2025-10-03
U0319,I0081,cart,3.0,2025-10-03
U0040,I0125,view,1.0,2025-10-03
U0052,I0125,cart,3.0,2025-10-03
U0335,I0061,cart,3.0,2025-10-03
U0077,I0013,cart,3.0,2025-10-03
U0397,I0081,cart,3.0,2025-10-03
U0116,I0079,view,1.0,2025-10-03
U0071,I0009,purchase,7.0,2025-10-03
U0218,I0168,cart,3.0,2025-10-03
U0263,I0001,purchase,7.0,2025-10-03
U0214,I0026,purchase,7.0,2025-10-03
U0216,I0095,cart,3.0,2025-10-03
U0397,I0061,view,1.0,2025-10-03
U0318,I0044,view,1.0,2025-10-03
U0013,I0108,purchase,7.0,2025-10-03
U0382,I0056,view,1.0,2025-10-03
U0212,I0052,cart,3.0,2025-10-03
U0367,I0070,view,1.0,2025-10-03
U0369,I0159,view,1.0,2025-10-03
U0294,I0176,view,1.0,2025-10-03
U0258,I0153,view,1.0,2025-10-03
U0022,I0006,cart,3.0,2025-10-03
U0426,I0132,purchase,7.0,2025-10-03
U0118,I0176,view,1.0,2025-10-03
U0319,I0081,cart,3.0,2025-10-03
U0092,I0104,purchase,7.0,2025-10-03
U0082,I0032,view,1.0,2025-10-03
U0118,I0176,view,1.0,2025-10-03
U0328,I0032,cart,3.0,2025-10-03
U0065,I0137,purchase,7.0,2025-10-03
U0259,I0056,cart,3.0,2025-10-03
U0259,I0150,purchase,7.0,2025-10-03
U0097,I0030,cart,3.0,2025-10-03
U0269,I0034,view,1.0,2025-10-03
U0213,I0053,cart,3.0,2025-10-03
U0025,I0140,purchase,7.0,2025-10-03
U0296,I0106,purchase,7.0,2025-10-03
U0213,I0053,view,1.0,2025-10-03
U0327,I0029,view,1.0,2025-10-03
U0396,I0144,view,1.0,2025-10-03
U0317,I0087,cart,3.0,2025-10-03
U0382,I0056,purchase,7.0,2025-10-03
U0212,I0119,cart,3.0,2025-10-03
U0219,I0054,view,1.0,2025-10-03
U0410,I0174,cart,3.0,2025-10-03
U0094,I0153,view,1.0,2025-10-03
U0411,I0101,purchase,7.0,2025-10-03
U0100,I0168,view,1.0,2025-10-03
U0065,I0006,cart,3.0,2025-10-03
U0255,I0031,view,1.0,2025-10-03
U0048,I0131,purchase,7.0,2025-10-03
U0068,I0040,view,1.0,2025-10-03
U0300,I0171,view,1.0,2025-10-03
U0335,I0145,cart,3.0,2025-10-03
U0384,I0142,view,1.0,2025-10-03
U0131,I0108,view,1.0,2025-10-04
U0033,I0103,cart,3.0,2025-10-04
U0023,I0124,view,1.0,2025-10-04
U0346,I0096,purchase,7.0,2025-10-04
U0241,I0012,view,1.0,2025-10-04
U0072,I0109,cart,3.0,2025-10-04
U0377,I0110,purchase,7.0,2025-10-04
U0318,I0169,cart,3.0,2025-10-04
U0194,I0063,view,1.0,2025-10-04
U0036,I0150,purchase,7.0,2025-10-04
U0412,I0067,purchase,7.0,2025-10-04
U0318,I0144,view,1.0,2025-10-04
U0417,I0029,view,1.0,2025-10-04
U0318,I0044,view,1.0,2025-10-04
U0271,I0141,cart,3.0,2025-10-04
U0244,I0134,view,1.0,2025-10-04
U0325,I0096,purchase,7.0,2025-10-04
U0058,I0165,cart,3.0,2025-10-04
U0057,I0108,view,1.0,2025-10-04
U0036,I0167,view,1.0,2025-10-04
U0097,I0004,view,1.0,2025-10-04
U0348,I0007,purchase,7.0,2025-10-04
U0147,I0119,cart,3.0,2025-10-04
U0025,I0121,view,1.0,2025-10-04
U0164,I0079,purchase,7.0,2025-10-04
U0202,I0153,purchase,7.0,2025-10-04
U0319,I0081,purchase,7.0,2025-10-04
U0391,I0096,view,1.0,2025-10-04
U0418,I0149,view,1.0,2025-10-04
U0281,I0080,view,1.0,2025-10-04
U0406,I0024,view,1.0,2025-10-04
U0004,I0086,view,1.0,2025-10-04
U0281,I0086,cart,3.0,2025-10-04
U0310,I0040,cart,3.0,2025-10-04
U0328,I0032,cart,3.0,2025-10-04
U0107,I0083,purchase,7.0,2025-10-04
U0201,I0069,cart,3.0,2025-10-04
U0106,I0145,cart,3.0,2025-10-04
U0237,I0049,view,1.0,2025-10-04
U0106,I0012,view,1.0,2025-10-04
U0131,I0027,cart,3.0,2025-10-04
U0260,I0163,view,1.0,2025-10-04
U0385,I0168,view,1.0,2025-10-04
U0403,I0172,cart,3.0,2025-10-04
U0090,I0108,cart,3.0,2025-10-04
U0072,I0176,purchase,7.0,2025-10-04
U0338,I0150,cart,3.0,2025-10-04
U0275,I0085,purchase,7.0,2025-10-04
U0061,I0058,view,1.0,2025-10-04
U0020,I0141,purchase,7.0,2025-10-04
U0130,I0007,cart,3.0,2025-10-04
U0108,I0117,view,1.0,2025-10-04
U0005,I0004,view,1.0,2025-10-04
U0074,I0111,cart,3.0,2025-10-04
U0413,I0072,cart,3.0,2025-10-04
U0380,I0125,cart,3.0,2025-10-04
U0251,I0118,cart,3.0,2025-10-04
U0022,I0037,view,1.0,2025-10-04
U0337,I0125,purchase,7.0,2025-10-04
U0332,I0043,view,1.0,2025-10-04
U0403,I0178,cart,3.0,2025-10-04
U0090,I0099,cart,3.0,2025-10-04
U0385,I0179,cart,3.0,2025-10-04
U0315,I0167,cart,3.0,2025-10-04
U0276,I0129,purchase,7.0,2025-10-04
U0319,I0081,cart,3.0,2025-10-04
U0381,I0011,cart,3.0,2025-10-04
U0139,I0061,view,1.0,2025-10-04
U0034,I0155,cart,3.0,2025-10-04
U0196,I0087,view,1.0,2025-10-04
U0253,I0105,cart,3.0,2025-10-04
U0189,I0056,cart,3.0,2025-10-04
U0021,I0164,cart,3.0,2025-10-04
U0090,I0003,cart,3.0,2025-10-04
U0090,I0099,purchase,7.0,2025-10-04
U0127,I0136,cart,3.0,2025-10-04
U0442,I0031,cart,3.0,2025-10-04
U0177,I0018,cart,3.0,2025-10-04
U0384,I0023,cart,3.0,2025-10-04
U0445,I0092,view,1.0,2025-10-04
U0246,I0148,view,1.0,2025-10-04
U0070,I0117,view,1.0,2025-10-04
U0092,I0104,view,1.0,2025-10-04
U0384,I0142,cart,3.0,2025-10-04
U0318,I0163,view,1.0,2025-10-04
U0252,I0175,purchase,7.0,2025-10-04
U0343,I0159,view,1.0,2025-10-04
U0342,I0157,cart,3.0,2025-10-04
U0247,I0125,cart,3.0,2025-10-04
U0259,I0150,purchase,7.0,2025-10-04
U0247,I0006,cart,3.0,2025-10-04
U0331,I0012,view,1.0,2025-10-04
U0342,I0033,purchase,7.0,2025-10-04
U0166,I0026,view,1.0,2025-10-04
U0010,I0136,view,1.0,2025-10-04
U0199,I0022,view,1.0,2025-10-04
U0340,I0040,purchase,7.0,2025-10-04
U0167,I0061,cart,3.0,2025-10-04
U0258,I0153,view,1.0,2025-10-04
U0380,I0006,cart,3.0,2025-10-04
U0249,I0147,view,1.0,2025-10-04
U0278,I0108,cart,3.0,2025-10-04
U0189,I0056,cart,3.0,2025-10-04
U0415,I0096,purchase,7.0,2025-10-04
U0250,I0015,view,1.0,2025-10-04
U0415,I0096,view,1.0,2025-10-04
U0060,I0001,view,1.0,2025-10-04
U0198,I0059,view,1.0,2025-10-04
U0325,I0066,purchase,7.0,2025-10-04
U0235,I0104,cart,3.0,2025-10-04
U0182,I0067,purchase,7.0,2025-10-04
U0395,I0096,cart,3.0,2025-10-04
U0219,I0111,view,1.0,2025-10-04
U0425,I0160,view,1.0,2025-10-04
U0373,I0016,cart,3.0,2025-10-04
U0220,I0143,cart,3.0,2025-10-04
U0192,I0040,purchase,7.0,2025-10-04
U0373,I0135,purchase,7.0,2025-10-04
U0156,I0071,view,1.0,2025-10-04
U0150,I0159,view,1.0,2025-10-04
U0359,I0132,view,1.0,2025-10-04
U0123,I0170,view,1.0,2025-10-04
U0222,I0083,view,1.0,2025-10-04
U0309,I0173,cart,3.0,2025-10-04
U0269,I0115,cart,3.0,2025-10-04
U0448,I0022,purchase,7.0,2025-10-04
U0289,I0009,view,1.0,2025-10-04
U0355,I0131,view,1.0,2025-10-04
U0387,I0023,cart,3.0,2025-10-04
U0158,I0111,purchase,7.0,2025-10-04
U0011,I0060,cart,3.0,2025-10-04
U0185,I0083,cart,3.0,2025-10-04
U0422,I0173,cart,3.0,2025-10-04
U0043,I0175,view,1.0,2025-10-04
U0441,I0047,view,1.0,2025-10-04
U0111,I0002,cart,3.0,2025-10-04
U0267,I0143,view,1.0,2025-10-04
U0400,I0120,purchase,7.0,2025-10-04
U0112,I0152,purchase,7.0,2025-10-04
U0123,I0170,purchase,7.0,2025-10-04
U0289,I0009,view,1.0,2025-10-04
U0448,I0053,purchase,7.0,2025-10-04
U0116,I0090,view,1.0,2025-10-04
U0219,I0143,view,1.0,2025-10-04
U0398,I0131,purchase,7.0,2025-10-04
U0152,I0068,view,1.0,2025-10-04
U0213,I0053,purchase,7.0,2025-10-04
U0176,I0012,cart,3.0,2025-10-04
U0121,I0169,view,1.0,2025-10-04
U0175,I0081,view,1.0,2025-10-04
U0121,I0169,purchase,7.0,2025-10-04
U0427,I0111,view,1.0,2025-10-04
U0320,I0124,purchase,7.0,2025-10-04
U0370,I0059,purchase,7.0,2025-10-04
U0371,I0053,view,1.0,2025-10-04
U0371,I0002,purchase,7.0,2025-10-04
U0153,I0143,purchase,7.0,2025-10-04
U0082,I0148,cart,3.0,2025-10-04
U0046,I0154,cart,3.0,2025-10-04
U0428,I0126,cart,3.0,2025-10-04
U0160,I0081,view,1.0,2025-10-04
U0121,I0094,purchase,7.0,2025-10-04
U0154,I0149,view,1.0,2025-10-04
U0363,I0078,view,1.0,2025-10-04
U0048,I0129,view,1.0,2025-10-04
U0450,I0065,purchase,7.0,2025-10-04
U0396,I0065,cart,3.0,2025-10-04
U0048,I0159,view,1.0,2025-10-04
U0321,I0033,purchase,7.0,2025-10-04
U0044,I0078,purchase,7.0,2025-10-04
U0192,I0156,purchase,7.0,2025-10-04
U0366,I0104,purchase,7.0,2025-10-04
U0397,I0081,view,1.0,2025-10-04
U0426,I0132,view,1.0,2025-10-04
U0047,I0090,cart,3.0,2025-10-04
U0136,I0152,cart,3.0,2025-10-04
U0430,I0037,purchase,7.0,2025-10-04
U0365,I0135,cart,3.0,2025-10-04
U0229,I0024,view,1.0,2025-10-04
U0305,I0055,view,1.0,2025-10-04
U0007,I0157,purchase,7.0,2025-10-04
U0392,I0063,view,1.0,2025-10-04
U0309,I0173,purchase,7.0,2025-10-04
U0052,I0095,view,1.0,2025-10-04
U0160,I0081,cart,3.0,2025-10-04
U0109,I0116,cart,3.0,2025-10-04
U0376,I0126,cart,3.0,2025-10-04
U0161,I0117,view,1.0,2025-10-04
U0351,I0156,purchase,7.0,2025-10-04
U0161,I0085,purchase,7.0,2025-10-04
U0352,I0157,view,1.0,2025-10-04
U0376,I0126,cart,3.0,2025-10-04
U0017,I0068,view,1.0,2025-10-04
U0161,I0085,cart,3.0,2025-10-04
U0284,I0082,view,1.0,2025-10-04
U0286,I0063,view,1.0,2025-10-04
U0160,I0081,cart,3.0,2025-10-04
U0285,I0090,view,1.0,2025-10-04
U0203,I0078,view,1.0,2025-10-04
U0041,I0051,view,1.0,2025-10-04
U0441,I0140,view,1.0,2025-10-04
U0431,I0048,cart,3.0,2025-10-04
U0203,I0081,purchase,7.0,2025-10-04
U0257,I0057,view,1.0,2025-10-05
U0147,I0119,view,1.0,2025-10-05
U0138,I0059,view,1.0,2025-10-05
U0317,I0087,cart,3.0,2025-10-05
U0413,I0097,cart,3.0,2025-10-05
U0088,I0053,purchase,7.0,2025-10-05
U0047,I0054,purchase,7.0,2025-10-05
U0066,I0001,cart,3.0,2025-10-05
U0412,I0067,cart,3.0,2025-10-05
U0396,I0144,cart,3.0,2025-10-05
U0026,I0066,view,1.0,2025-10-05
U0065,I0108,view,1.0,2025-10-05
U0344,I0112,purchase,7.0,2025-10-05
U0441,I0155,cart,3.0,2025-10-05
U0232,I0102,purchase,7.0,2025-10-05
U0436,I0040,cart,3.0,2025-10-05
U0072,I0114,cart,3.0,2025-10-05
U0316,I0063,purchase,7.0,2025-10-05
U0169,I0102,view,1.0,2025-10-05
U0425,I0016,view,1.0,2025-10-05
U0275,I0026,view,1.0,2025-10-05
U0208,I0092,cart,3.0,2025-10-05
U0334,I0112,cart,3.0,2025-10-05
U0317,I0087,cart,3.0,2025-10-05
U0179,I0001,view,1.0,2025-10-05
U0271,I0141,purchase,7.0,2025-10-05
U0269,I0116,purchase,7.0,2025-10-05
U0156,I0016,purchase,7.0,2025-10-05
U0053,I0059,view,1.0,2025-10-05
U0143,I0026,cart,3.0,2025-10-05
U0404,I0045,view,1.0,2025-10-05
U0348,I0033,view,1.0,2025-10-05
U0332,I0122,view,1.0,2025-10-05
U0136,I0130,view,1.0,2025-10-05
U0372,I0163,cart,3.0,2025-10-05
U0412,I0155,view,1.0,2025-10-05
U0119,I0077,purchase,7.0,2025-10-05
U0212,I0119,purchase,7.0,2025-10-05
U0384,I0106,view,1.0,2025-10-05
U0212,I0142,cart,3.0,2025-10-05
U0211,I0175,view,1.0,2025-10-05
U0273,I0055,cart,3.0,2025-10-05
U0054,I0103,cart,3.0,2025-10-05
U0022,I0079,view,1.0,2025-10-05
U0310,I0040,view,1.0,2025-10-05
U0371,I0173,view,1.0,2025-10-05
U0046,I0154,view,1.0,2025-10-05
U0326,I0114,cart,3.0,2025-10-05
U0283,I0013,purchase,7.0,2025-10-05
U0351,I0156,cart,3.0,2025-10-05
U0136,I0156,cart,3.0,2025-10-05
U0294,I0001,view,1.0,2025-10-05
U0325,I0096,view,1.0,2025-10-05
U0023,I0124,cart,3.0,2025-10-05
U0147,I0119,view,1.0,2025-10-05
U0191,I0144,purchase,7.0,2025-10-05
U0083,I0154,purchase,7.0,2025-10-05
U0352,I0007,cart,3.0,2025-10-05
U0004,I0175,cart,3.0,2025-10-05
U0195,I0019,purchase,7.0,2025-10-05
U0373,I0096,view,1.0,2025-10-05
U0076,I0001,cart,3.0,2025-10-05
U0259,I0150,cart,3.0,2025-10-05
U0368,I0057,view,1.0,2025-10-05
U0030,I0002,view,1.0,2025-10-05
U0033,I0103,cart,3.0,2025-10-05
U0234,I0001,cart,3.0,2025-10-05
U0323,I0026,purchase,7.0,2025-10-05
U0409,I0067,cart,3.0,2025-10-05
U0121,I0053,purchase,7.0,2025-10-05
U0214,I0026,cart,3.0,2025-10-05
U0053,I0030,view,1.0,2025-10-05
U0130,I0058,purchase,7.0,2025-10-05
U0368,I0130,view,1.0,2025-10-05
U0376,I0126,view,1.0,2025-10-05
U0203,I0081,view,1.0,2025-10-05
U0098,I0090,cart,3.0,2025-10-05
U0202,I0141,view,1.0,2025-10-05
U0032,I0008,cart,3.0,2025-10-05
U0404,I0147,cart,3.0,2025-10-05
U0232,I0038,view,1.0,2025-10-05
U0389,I0002,view,1.0,2025-10-05
U0040,I0093,view,1.0,2025-10-05
U0104,I0055,purchase,7.0,2025-10-05
U0020,I0031,view,1.0,2025-10-05
U0149,I0074,cart,3.0,2025-10-05
U0128,I0029,cart,3.0,2025-10-05
U0205,I0036,purchase,7.0,2025-10-05
U0345,I0143,view,1.0,2025-10-05
U0439,I0150,view,1.0,2025-10-05
U0123,I0170,view,1.0,2025-10-05
U0340,I0156,cart,3.0,2025-10-05
U0270,I0154,purchase,7.0,2025-10-05
U0189,I0001,cart,3.0,2025-10-05
U0264,I0155,cart,3.0,2025-10-05
U0280,I0053,view,1.0,2025-10-05
U0393,I0096,cart,3.0,2025-10-05
U0016,I0083,purchase,7.0,2025-10-05
U0393,I0176,view,1.0,2025-10-05
U0416,I0014,cart,3.0,2025-10-05
U0226,I0126,purchase,7.0,2025-10-05
U0323,I0040,view,1.0,2025-10-05
U0247,I0125,cart,3.0,2025-10-05
U0403,I0007,cart,3.0,2025-10-05
U0008,I0139,view,1.0,2025-10-05
U0124,I0093,purchase,7.0,2025-10-05
U0134,I0088,cart,3.0,2025-10-05
U0089,I0026,purchase,7.0,2025-10-05
U0034,I0155,cart,3.0,2025-10-05
U0355,I0131,cart,3.0,2025-10-05
U0075,I0007,view,1.0,2025-10-05
U0286,I0046,view,1.0,2025-10-05
U0042,I0070,purchase,7.0,2025-10-05
U0340,I0022,view,1.0,2025-10-05
U0149,I0074,view,1.0,2025-10-05
U0356,I0172,view,1.0,2025-10-05
U0227,I0054,view,1.0,2025-10-05
U0178,I0100,view,1.0,2025-10-05
U0127,I0136,cart,3.0,2025-10-05
U0286,I0024,view,1.0,2025-10-05
U0356,I0074,purchase,7.0,2025-10-05
U0343,I0072,view,1.0,2025-10-05
U0019,I0169,cart,3.0,2025-10-05
U0042,I0002,view,1.0,2025-10-05
U0246,I0023,purchase,7.0,2025-10-05
U0197,I0060,cart,3.0,2025-10-05
U0280,I0083,view,1.0,2025-10-05
U0050,I0009,purchase,7.0,2025-10-05
U0062,I0003,purchase,7.0,2025-10-05
U0324,I0146,view,1.0,2025-10-05
U0102,I0040,view,1.0,2025-10-05
U0437,I0072,purchase,7.0,2025-10-05
U0361,I0075,view,1.0,2025-10-05
U0302,I0103,cart,3.0,2025-10-05
U0335,I0081,cart,3.0,2025-10-05
U0144,I0002,cart,3.0,2025-10-05
U0281,I0175,purchase,7.0,2025-10-05
U0177,I0041,view,1.0,2025-10-05
U0185,I0083,view,1.0,2025-10-05
U0425,I0002,view,1.0,2025-10-05
U0220,I0143,cart,3.0,2025-10-05
U0071,I0023,view,1.0,2025-10-05
U0361,I0075,view,1.0,2025-10-05
U0420,I0108,cart,3.0,2025-10-05
U0420,I0026,view,1.0,2025-10-05
U0408,I0178,cart,3.0,2025-10-05
U0378,I0179,view,1.0,2025-10-05
U0306,I0023,purchase,7.0,2025-10-05
U0220,I0143,purchase,7.0,2025-10-05
U0148,I0036,cart,3.0,2025-10-05
U0189,I0056,purchase,7.0,2025-10-05
U0242,I0060,cart,3.0,2025-10-05
U0230,I0147,view,1.0,2025-10-05
U0354,I0154,view,1.0,2025-10-05
U0027,I0051,purchase,7.0,2025-10-05
U0354,I0066,view,1.0,2025-10-05
U0338,I0104,cart,3.0,2025-10-05
U0168,I0117,view,1.0,2025-10-05
U0399,I0179,purchase,7.0,2025-10-05
U0201,I0127,purchase,7.0,2025-10-05
U0156,I0016,view,1.0,2025-10-05
U0108,I0115,view,1.0,2025-10-05
U0113,I0024,view,1.0,2025-10-05
U0268,I0061,purchase,7.0,2025-10-05
U0150,I0134,cart,3.0,2025-10-05
U0373,I0025,view,1.0,2025-10-05
U0433,I0149,cart,3.0,2025-10-05
U0221,I0024,purchase,7.0,2025-10-05
U0182,I0065,view,1.0,2025-10-05
U0290,I0081,cart,3.0,2025-10-05
U0072,I0109,cart,3.0,2025-10-06
U0093,I0058,cart,3.0,2025-10-06
U0132,I0086,cart,3.0,2025-10-06
U0319,I0081,purchase,7.0,2025-10-06
U0312,I0151,view,1.0,2025-10-06
U0318,I0044,purchase,7.0,2025-10-06
U0135,I0051,view,1.0,2025-10-06
U0307,I0139,purchase,7.0,2025-10-06
U0077,I0013,cart,3.0,2025-10-06
U0185,I0100,view,1.0,2025-10-06
U0439,I0117,view,1.0,2025-10-06
U0393,I0142,view,1.0,2025-10-06
U0137,I0013,purchase,7.0,2025-10-06
U0400,I0058,cart,3.0,2025-10-06
U0306,I0072,cart,3.0,2025-10-06
U0289,I0102,view,1.0,2025-10-06
U0305,I0090,view,1.0,2025-10-06
U0181,I0035,purchase,7.0,2025-10-06
U0086,I0159,purchase,7.0,2025-10-06
U0137,I0122,view,1.0,2025-10-06
U0290,I0113,view,1.0,2025-10-06
U0298,I0147,view,1.0,2025-10-06
U0029,I0150,view,1.0,2025-10-06
U0291,I0086,cart,3.0,2025-10-06
U0396,I0144,purchase,7.0,2025-10-06
U0292,I0084,cart,3.0,2025-10-06
U0292,I0090,purchase,7.0,2025-10-06
U0030,I0092,purchase,7.0,2025-10-06
U0296,I0092,purchase,7.0,2025-10-06
U0083,I0104,view,1.0,2025-10-06
U0184,I0125,cart,3.0,2025-10-06
U0184,I0125,view,1.0,2025-10-06
U0137,I0122,purchase,7.0,2025-10-06
U0190,I0014,cart,3.0,2025-10-06
U0186,I0129,purchase,7.0,2025-10-06
U0308,I0132,cart,3.0,2025-10-06
U0273,I0031,cart,3.0,2025-10-06
U0133,I0120,purchase,7.0,2025-10-06
U0025,I0109,view,1.0,2025-10-06
U0274,I0147,view,1.0,2025-10-06
U0026,I0136,cart,3.0,2025-10-06
U0275,I0085,cart,3.0,2025-10-06
U0317,I0087,view,1.0,2025-10-06
U0276,I0180,cart,3.0,2025-10-06
U0315,I0143,purchase,7.0,2025-10-06
U0074,I0136,purchase,7.0,2025-10-06
U0277,I0007,view,1.0,2025-10-06
U0278,I0123,purchase,7.0,2025-10-06
U0077,I0080,purchase,7.0,2025-10-06
U0390,I0131,cart,3.0,2025-10-06
U0391,I0012,view,1.0,2025-10-06
U0178,I0048,purchase,7.0,2025-10-06
U0313,I0128,cart,3.0,2025-10-06
U0178,I0048,view,1.0,2025-10-06
U0312,I0179,cart,3.0,2025-10-06
U0033,I0071,cart,3.0,2025-10-06
U0179,I0083,purchase,7.0,2025-10-06
U0391,I0012,purchase,7.0,2025-10-06
U0391,I0145,view,1.0,2025-10-06
U0187,I0140,cart,3.0,2025-10-06
U0033,I0112,view,1.0,2025-10-06
U0437,I0032,purchase,7.0,2025-10-06
U0027,I0051,view,1.0,2025-10-06
U0320,I0109,purchase,7.0,2025-10-06
